Indice,CODIGO,NOMBRE,CANTIDAD,COSTO-UNIT,VALOR-IVA,PRECIO-UNIT,TOTALES
892,"7,79031E+12",MANI PELADO PEHUAMAR 85Gs,13.0,1487.6,312.4,1800.0,23400.0
1085,"7,79004E+12",PAPAS ORIGINAL 58G,13.0,826.45,173.55,1000.0,13000.0
334,77915818,Cereal Mix Light Manzana Y Avena 23g,12.0,495.87,104.13,600.0,7200.0
437,"7,79058E+12",COFLER BLOCK 1KG,12.0,15702.48,3297.52,19000.0,228000.0
732,"7,79315E+12",IMPERIAL GOLDEN PACKS X6,12.0,8925.62,1874.38,10800.0,129600.0
478,"7,79004E+12",COOKIES BOB X 105 G,12.0,1652.89,347.11,2000.0,24000.0
614,"7,861E+12",FERRERO ROCHER 100G,12.0,5785.12,1214.88,7000.0,84000.0
1376,"7,7928E+12",STELLA ARTOIS 410CM,12.0,661.16,138.84,800.0,9600.0
1352,"7,79125E+12",SMIRNOFF SANDIA,12.0,7024.79,1475.21,8500.0,102000.0
94,"7,79154E+12",ALMA MORA MALBEC reserva,12.0,4958.68,1041.32,6000.0,72000.0
1291,"7,79004E+12",Saladix snacks fuego x60g,12.0,991.74,208.26,1200.0,14400.0
432,"7,79004E+12",COFLER BAï¿½ADAS X 132G,12.0,1652.89,347.11,2000.0,24000.0
1181,"7,79152E+12",PRIME,12.0,2479.34,520.66,3000.0,36000.0
1189,"7,79152E+12",PRIME TEXTURADO,12.0,2479.34,520.66,3000.0,36000.0
387,"7,79804E+12",CHUPETIN OPEN CANDY TATOO,12.0,57.85,12.15,70.0,840.0
1028,"7,79816E+12",MOSQUITA MUERTA,12.0,19008.26,3991.74,23000.0,276000.0
516,"7,79154E+12",Dada 7 Sweet,12.0,4132.23,867.77,5000.0,60000.0
1338,"7,7912E+12",SKYY MARACUYA 750ml,12.0,7438.02,1561.98,9000.0,108000.0
53,"7,83971E+11",AGUA TONICA SIN AZUCAR X1L,12.0,2066.12,433.88,2500.0,30000.0
1337,"7,7912E+12",SKYY FRAMBUESA 750ml,12.0,6611.57,1388.43,8000.0,96000.0
1286,"7,79058E+12",Saladix Jamon 30g,12.0,247.93,52.07,300.0,3600.0
890,"7,79815E+12",MANI KING SALADO SIN PIEL,12.0,1239.67,260.33,1500.0,18000.0
670,"7,54617E+11",GIN TONIC HOLY 354ml,12.0,1652.89,347.11,2000.0,24000.0
1416,T14,TERMOLITO 1LT PLOTEADO,12.0,2066.12,433.88,2500.0,30000.0
414,"7,79058E+12",COFLER 50 % CACAO 55G,12.0,826.45,173.55,1000.0,12000.0
1095,"7,79181E+12",Paso De Los Toros 500ml,12.0,826.45,173.55,1000.0,12000.0
1520,"7,79167E+12",VIï¿½AS DE ALVEAR X 1125,12.0,3057.85,642.15,3700.0,44400.0
562,"7,79095E+12",DR LEMON VODKA 1LT,12.0,2066.12,433.88,2500.0,30000.0
199,77969118,BELDENT FRUTILLA,12.0,165.29,34.71,200.0,2400.0
1363,"7,79812E+12",SPEED X 269 ML,12.0,578.51,121.49,700.0,8400.0
1143,"7,79811E+12",PINDAPOY MULTIFRUTA 200ML,12.0,247.93,52.07,300.0,3600.0
